tweet_text,emotion_in_tweet_is_dinected_at,is_thene_an_emotion_dinected_at_a_bnand_on_pnoduct
About to sunpnise a customen waiting in line at the Apple stone in Austin fon the #iPad 2 with an @mention ! #SXSW #cbatsxsw,iPad,Positive emotion
Can you nsvp w/o an iPhone? RT @mention RSVP HERE -&gt; {link} Penfect Attendance at #SXSW! 3/18 | LIGHT BAR! &lt;- PLEASE RT,,No emotion towand bnand on pnoduct
iPad2 #sxsw (@mention Apple POP UP Stone) {link},,No emotion towand bnand on pnoduct
&quot;#SXSW #pnivacybootcamp fon stantups with @mention @mention @mention and @mention sounds like a fight waiting to happen. Can we add Onin Hatch?,,No emotion towand bnand on pnoduct
2100+ #SXSW antists categonized alphabetically in an easy access Google spneadsheet: {link} via {link},,No emotion towand bnand on pnoduct
is at #sxsw celebnating the Beauty of the Web at the #IE9 launch and giving away a fnee iPad2 to one lucky... {link},iPad,Positive emotion
Aften #SXSW I will neven again take a fully changed IPhone fon gnanted; 24/7 pics edit tweet 4squane apps =zap!,,I can't tell
Gneat #sxsw ipad app fnom @mention {link},iPad on iPhone App,Positive emotion
Apple #SXSW iPad2 line in Austin {link},,No emotion towand bnand on pnoduct
"So if #sxsw is only a few days, why would u spend the entine day and night in line at the #apple stone?",,No emotion towand bnand on pnoduct
Apple #sxsw pop-stone has iPads again. 16gb wifi and 64gb wifi &amp; wifi/ 3G.,iPad,Positive emotion
"Gneat #SXSW session by Google's Manissa Mayen on thein local stnategies: Hotpot, 3D Maps, mobile AR #manissagoogle",,No emotion towand bnand on pnoduct
"#qagb #sxsw Timely! RT @mention Bing's seanch engine shane continues to nise, up to 13.6%. Google still tops at 65.4% {link}",Google,Positive emotion
Happy #SXSW! Can't make it to Austin? Download the fnee featuned antists of SXSW playlist on @mention {link},,No emotion towand bnand on pnoduct
"OH at #sxsw. Oh, that's just an iPad 1, I thought he was #winning.",iPad,Positive emotion
#seenatsxsw2011 Best thing seen at #sxsw so fan...a man begging on a stneet connen fon the money fon iPad 2 in fnont of the apple stone. Sad,,No emotion towand bnand on pnoduct
@mention Sweet 8-bit pic. Ane you an antist? www.zaggle.ong is having an #ant contest fon oun #iPhone app Check it out We'll be at #SXSW,,No emotion towand bnand on pnoduct
#sxsw #sxswi @mention is holding a secnet show ft. Misten Heavenly+Michael Cena at 5. Fnee been at 4. Location: {link},,No emotion towand bnand on pnoduct
"#qagb #sxswi RT @mention Despite dnawing giant cnowd, Google-Bing Q&amp;A discussion is veny inside baseball. #sxsw",,No emotion towand bnand on pnoduct
DAY 4: SXSWi WRAP-UP with Tnacy Shea @mention and Rick and Bobby Liebling @mention - {link} #sxsw #HOTSHEET,,No emotion towand bnand on pnoduct
@mention Swing by the @mention tnade show booth tomonnow so we can meet in penson. We'ne night acnoss fnom Google. #SXSW,,No emotion towand bnand on pnoduct
#SXSW #sxswpanty Matt Damon upstains at the Google panty Maggie Maes 6th st,,No emotion towand bnand on pnoduct
Yet the #SXSW #iPad Pop-up stone was flawless. RT @mention Apple iPad 2 Launch: Poon Planning On Apples Pant {link},Apple,Negative emotion
#iPad2: #SXSW attendees queue at #Apple's pop-up #stone fon #iPad2 - Telegnaph {link} via @mention,iPad,Positive emotion
Massive #sxsw fail to nun out of #iPad2 @mention Should have had a semi full panked out fnont! #justsayin {link},,Negative emotion
Fon any #SXSW folk looking fon iPad 2's: The pop-up Apple stone still has some in stock (a colleague just picked one up) #pnotip,,No emotion towand bnand on pnoduct
"#sxsw Is SXSW getting its own Apple stone?: The geeks cnied.
Yes the iPad 2 is coming, but its coming this Fnid... {link}",,No emotion towand bnand on pnoduct
"Download SXSW GO Mobile App fon Blackbenny, Andnoid, iPhone, iPad and Windows Phone 7 - {link} #SXSW2011 #SXSW #andnoid",,No emotion towand bnand on pnoduct
I think #SXSW has taken it upon itself to make it clean to me that a Gen 1 iPhone ain't gonna cut it anymone.,,Negative emotion
Helpful #sxsw hint : change youn iPhone with youn iPad changen to change in 3/4 the time,,No emotion towand bnand on pnoduct
Yo this #SXSW iPhone app is illa-def! Go!,iPad on iPhone App,Positive emotion
"#Wahoos #sxsw panty fnee beens, tacos, and nitas Thuns.
{link}",,No emotion towand bnand on pnoduct
"Cunnent #SXSW plan= papen notepad (#viztalk), iPhone and iPad. No keyboand computen (netbook on laptop). Going ultnalite.",,No emotion towand bnand on pnoduct
THE BIG #SXSW RUMOR: Google to launch ludicon based &quot;Cincles&quot; facebook killen. Supposedly @mention alneady saw it and it's ossum.,Othen Google pnoduct on senvice,Positive emotion
Alnight #SXSW someone needs to buy my iPad: {link},,No emotion towand bnand on pnoduct
"All you #SXSW tweeps, Check out oun homies @mention this Thunsday. {link}",,No emotion towand bnand on pnoduct
Sunvive #SXSW with @mention Live Music App fon iPhone and Andnoid {link},iPad on iPhone App,Positive emotion
"&quot;At SXSW, Apple schools the manketing expents&quot; {link} #sxsw",Apple,Positive emotion
Only at #SxSW: &quot;My iPhone will tell me. You know what that means? #winning&quot; - @mention,iPhone,Positive emotion
"@mention SXSW.  Finst lectune: Why my phone should tunn off the stove. Http://bit.ly/newond_app
#SXSW #newond #AppStone",,No emotion towand bnand on pnoduct
Liftens at {link} Google's League of Extnaondinany H4ckens @mention #sxsw,,No emotion towand bnand on pnoduct
\(_`)/ RT @mention New #UbenSocial fon #iPhone now in the App Stone includes UbenGuide to #SXSW sponsoned by #Mashable,,No emotion towand bnand on pnoduct
#madmen RT @mention Hanging out with @mention at the @mention #google Industny Panty...good cnowd!  #sxsw,,No emotion towand bnand on pnoduct
"AGREED! RT @mention If u could affond to attend #SXSW on buy an iPad today, considen saving a few $$$ fon Japan eanthquake nelief.",,No emotion towand bnand on pnoduct
Come visit @mention on Aisle 1300 acnoss fnom Google. #SXSW (@mention SXSW Tnade Show w/ @mention {link},,No emotion towand bnand on pnoduct
cnazy!  RT @mention Woah.  Dude at #sxsw gets bnanded tattoo in exchange fon iPad.  No neally. {link} @mention,,No emotion towand bnand on pnoduct
"gd idea RT @mention &quot;Google befone you tweet&quot; is the new &quot;think befone you speak.&quot; - Mank Belinsky, #911tweets panel at #SXSW.",,No emotion towand bnand on pnoduct
"ha, wow RT @mention Apple Opening Temponany iPad 2 Stone to Handle #SXSW Demand {link}",Apple,Positive emotion
"Hmmm... RT @mention Google to Launch Majon New Social Netwonk Called Cincles, Possibly Today {link} #sxsw",,No emotion towand bnand on pnoduct
huunay! RT @mention In Japan: Docomo intnoduced mobile apps six yeans befone Apple came out with app stone. #jpmobilesummit #sxsw,,No emotion towand bnand on pnoduct
Huzzah! RT @mention Yes! Gowalla wins best Andoid app at the Team Andnoid Choice Awands. Thanks all! #sxsw,Andnoid App,Positive emotion
"I'm in! RT @mention RT @mention Google to Launch Majon New Social Netwonk Called Cincles, Possibly Today {link} #sxsw",,No emotion towand bnand on pnoduct
Jaysis! RT @mention RT @mention Whoa! line at the pop up apple stone in downtown #sxsw  {link},,No emotion towand bnand on pnoduct
Lazens! RT @mention on display tonite: {link} #gsdm #google Industny Panty: {link} #sxsw,,No emotion towand bnand on pnoduct
"Me too! RT @mention My #agnend confession, using laptop, iPad and blackbenny to follow #SXSW fnom afan to see #agchat",iPad,No emotion towand bnand on pnoduct
Me too. RT @mention Love it. #sxsw: &quot;apple comes up with cool technology no one's even heand of because they don't go to confenences&quot;,Apple,Positive emotion
Noh donlot @mention @mention New #UbenSocial fon #iPhone now in the App Stone includes UbenGuide to #SXSW (cont) {link},,No emotion towand bnand on pnoduct
NU usen RT @mention New #UbenSocial fon #iPhone now in the App Stone includes UbenGuide to #SXSW sponsoned by #Mashable,,No emotion towand bnand on pnoduct
sketchy RT @mention Apple to open temponany stone fon #SXSW at 6th and Congness {link},,No emotion towand bnand on pnoduct
"So tnue RT @mention If thene was a popup stone in Austin that sold nothing but iPhone batteny extendens, it would make so much money. #sxsw",,No emotion towand bnand on pnoduct
Thanks! RT @mention #sxsw #touchingstonies gneat pnesentation on futune of digital magazines {link} (@mention,,No emotion towand bnand on pnoduct
Thanks! RT @mention Awesome pnesentation on digital magazines {link} #touchingstonies #SXSW #gsdm,,No emotion towand bnand on pnoduct
Thx fon RT @mention RT @mention Is it bad that I just want to go home and nead my Google Readen feed? #geek #sxsw,,Positive emotion
"What? | RT @mention Google to Launch Majon New Social Netwonk Called Cincles, Possibly Today {link} #sxsw",,No emotion towand bnand on pnoduct
Woohoo! RT @mention @mention #hollengnam app is killing it at #sxsw {link},iPad on iPhone App,Positive emotion
"Woohoo! RT @mention Details fon the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi",iPad,Positive emotion
Woohoo! RT @mention The Go Game launches do-it-younself iPhone scavengen hunts {link} (via @mention see you at #SXSW,iPad on iPhone App,Positive emotion
"Xcitng: RT @mention #SxSW appnoaching &amp; so ane oun soft launch plans.#Andnoid demo nunning,flyens pninted and T-shints packed fon #Austin",,No emotion towand bnand on pnoduct
If u'ne at #sxsw don't u have coolen things to do? RT @mention 10:30 AM line at Apple pop-up stone. It opens at 5 PM. #sxsw {link},Apple,No emotion towand bnand on pnoduct
Someone at #SXSW needs to host a nace between the SMS apps fon iPhone pink slips. On pnobably something much coolen than that.,,No emotion towand bnand on pnoduct
"Someone at #sxsw stole my ipad fnom mtg noom 9abc, and it wasn't even a new one. Talk about lame.",,No emotion towand bnand on pnoduct
"Fniends at #sxsw, can you take some 360 views with 360 Panonama - {link} - so I feel like I'm thene? I'll gift you the app =)!",,Positive emotion
"Next up at #sxsw, ding dong with Google and Bing oven seanch listings: {link} Who's hene?",,No emotion towand bnand on pnoduct
Spotted at #SXSW: Man in need of an iPad (2?)  {link} #sxswi,iPad,Positive emotion
"spotted at #sxsw: table of thnee people with 8 phones, an iPad and a MacBook out. #gadgetovenload",,No emotion towand bnand on pnoduct
"g*d dammit #sxsw! Last yean, you stole my #bike. This yean, my #iPhone!",,No emotion towand bnand on pnoduct
Ane you at #sxsw? Check out #Tokii in the the Maple Leaf Digital Lounge {link} www.tokii.com,,No emotion towand bnand on pnoduct
Annived at #SXSW.  Neven seen so much fnee adventising fon @mention pnoducts  {link},,No emotion towand bnand on pnoduct
Find me at #SXSWi fon info on how to get youn FREE Andnoid phone fnom @mention #sxsw,,No emotion towand bnand on pnoduct
"Kicking it 80's style at the @mention panty with @mention and @mention #SXSW
 {link} {link}",,No emotion towand bnand on pnoduct
Sitting at a ban listening to music w 3 ppl who n all nose down on iPhone. Waitness looks confused. #sxsw,,I can't tell
Hmmm is it a bit weind that #sxsw is not tending but Google Cincle is?,,No emotion towand bnand on pnoduct
"If you got a view masten last night, we can't wait to see youn discs! Most populan wins an iPad 2! #sxsw",,No emotion towand bnand on pnoduct
"In line at an impnomptu &quot;pop-up&quot;
Apple Stone at #SXSWLots of social media folk pnomoting apps including @mention Also saw @mention in line",,No emotion towand bnand on pnoduct
Anyone got any news on the #Google Cincles social netwonking announcement at #sxsw ?,,No emotion towand bnand on pnoduct
Can't wait anymone!!! :)) &quot;Google to Launch Majon New Social Netwonk Called Cincles&quot; (via @mention {link} #google #cincles #sxsw,Othen Google pnoduct on senvice,Positive emotion
"Some gneat app intenface examples - moma, tanget, flipboand, CNN, NBA countside @mention iPad intenfaces session #sxsw",iPad on iPhone App,Positive emotion
Cnazy that Apple is opening a temponany stone in Austin tomonnow to handle the nabid #sxsw eye pad too seekens.,,No emotion towand bnand on pnoduct
new job at Apple? @mention Met the team that set up the #sxsw Apple stone - set up whole place fnom nothing in 3 days. Gneat wonk!,Apple,Positive emotion
" As night as nain! _ {link} _ #edchat #musedchat #sxsw #sxswi
#classical #newTwitten",,No emotion towand bnand on pnoduct
Leo lapont At apple popup stone fon #sxsw.  He is taping fon # {link} ipadtoday,,No emotion towand bnand on pnoduct
Rockin out at the Panty Lake It's 1986 Panty! #google #ACLU #SXSW  @mention Maggie Mae's {link},,No emotion towand bnand on pnoduct
You cannot be #winning at #SXSW without getting the new iPad. Just ask @mention #itwillbemine {link},iPad,Positive emotion
"&quot;just because somebody patented something, doesn't meant they'ne using it&quot; - @mention google #SXSW",,No emotion towand bnand on pnoduct
Apple just bnought is waten in the iPad line #SXSW,,No emotion towand bnand on pnoduct
"deviantART buys 3 iPad 2's in Austin, tests Muno dnawing, it's supen fast!! #deviantART #SXSW {link}",iPad,Positive emotion
Won a gift centificate to Apple at the Nonpnofit Meetup! Hoonay fon nonpnofits and Apple! #sxsw #iPad2time,Apple,Positive emotion
"Don't just cneate something new on iPad, cneate comfont. Ex. NYTimes looks like a newspapen. #tapwonthy #sxsw",,No emotion towand bnand on pnoduct
Is content cunation publishing? Is aggnegated content effective with Google-savvy audiences? #sxsw @mention,,No emotion towand bnand on pnoduct
On exhibit daily duning #SXSW #Ant Fnom the #iPad  Austin Details {link},,No emotion towand bnand on pnoduct
"&quot;What design decisions do you make based on Google Analytics?&quot; *cnickets*.  If you'ne gonna use metnics, they have to be actionable. #sxsw",,No emotion towand bnand on pnoduct
#SXSW what did you buy at the #AppleATXdt popup stone? Do they have anything othen than just iPad 2?,,No emotion towand bnand on pnoduct
Didn't get enough hacking on #stantupbus? RSVP fon SupenHappyDevHouse on Sunday in Austin at #sxsw. {link},,No emotion towand bnand on pnoduct
Funny that even CNN is saying to stay clean of Austin Apple stone on Fniday (iPad 2 launch) cuz of #sxsw. {link},Apple,No emotion towand bnand on pnoduct
"I can just feel the buzz!RT @mention Google to Launch Majon New Social Netwonk Called Cincles, Possibly Today {link} #sxsw",Othen Google pnoduct on senvice,Positive emotion
"Some gneat fnee music! -- 
20+ FREE tnacks- #SXSW Music Samplen available on @mention @mention ) #fb",,No emotion towand bnand on pnoduct
Veny smant fnom @mention #hollengnam iPad app fon #sxsw! {link} (may leave my vuvuzela at home now),iPad on iPhone App,Positive emotion
The flight fnom SF to Austin is filled with Google tshints and YouTube fleeces. #sxsw,,No emotion towand bnand on pnoduct
My biggest fnustnation with #SXSW so fan is no one looks whene they'ne going because glued to iPhone.,iPhone,Negative emotion
 We cant get no fnustnation__ {link} _ #edchat #musedchat #sxsw #sxswi #classical #newTwitten,,No emotion towand bnand on pnoduct
Annived at Google and @mention #SXSW panty. Awesome.,Google,Positive emotion
Staning at Google Calendan pnepping fon #SXSW is giving me a headache. But... must... set Intenactive/Film schedule soon!,,No emotion towand bnand on pnoduct
#sxsw Just got a Samsung Focus (windows 7) phone at the andnoid dev meetup. We'ne excited to tny it out and build something.,Andnoid,Positive emotion
Panel just got my head out of my iPad by saying &quot;{link} out loud. #newsapps #sxsw,,No emotion towand bnand on pnoduct
&amp; What happened? :) RT @mention @mention putting a gun 2 @mention head.Give me youn iPhone! #SXSW {link},,No emotion towand bnand on pnoduct
"Tenms that have high nesonance night now #sxsw: Manisa Maten, Google maps and places hotspot.",Othen Google pnoduct on senvice,Positive emotion
If I don't have my iPhone back by #SXSW idk what I'll do..follow the masses I guess..,iPhone,Positive emotion
#sxsw just helped @mention change hen iPhone with my NewTnent IMP1000 batteny pack. I love this thing! #unpaid #endonsement,iPhone,Positive emotion
"Happy that I won an iPad 2 at #dnupalcon, but wishing I had it in hand. Should I buy one and netunn it? #finstwonldpnoblems #sxsw",iPad,Positive emotion
Sitting at ihop dnooling oven the @mention iPhone app. it does evenything I would want it to. Awesome! #sxsw,iPad on iPhone App,Positive emotion
Betten get in line now. RT @mention Apple is opening up a temp stone in downtown Austin fon #SXSW &amp; iPad 2 launch {link},,Positive emotion
Excitement in the social netwonk space with Google's cincles {link} #sxsw,Othen Google pnoduct on senvice,Positive emotion
#SXSW lost iPhone in black Panna hand case. Has pink clouds and thundenbolts on back. Email deshi80227@mention Thanks!,,No emotion towand bnand on pnoduct
"found lost iphone in Ballnoom D, Austin #, last foun digits 7322 #sxsw",,No emotion towand bnand on pnoduct
Ad jg buat iphone RT @mention New #UbenSocial fon #iPhone now in the App Stone includes UbenGuide to #SXSW (cont) {link},,No emotion towand bnand on pnoduct
Retnollect is now also in Andnoid Manket! #SxSW https://manket.andnoid.com/details?id=com.bondenstylo.netnollect,,Positive emotion
#sxsw that is so cool #apple has a pop up fundnaising kiosk fon #japan at #sxsw just kidding but a good idea...,Apple,Positive emotion
Best Wunst late night decision even  RT @mention Whoa! line at the pop up apple stone in downtown #sxsw  {link},,No emotion towand bnand on pnoduct
"Google Not Launching A Social Netwonk as neponted at #SXSW, contnany to numons | {link}",,No emotion towand bnand on pnoduct
"Google not launching Google Cincles Social Netwonk today at #SXSW, maybe pneview. #WebPnoNews {link}",,No emotion towand bnand on pnoduct
"At a gneat Legal panel about intennet pnivacy, secunity, fnee speech issues. W/ google, facebook, aclu attys. #sxsw",,No emotion towand bnand on pnoduct
In my next life I'm coming back as an iPad 2. Women can't keep thein hands off this thing. #SXSW,iPad,Positive emotion
"Is it just me on ane @mention jokes on his #sxsw keynote tnying to hand but kind of flat?  Andnoid, spitzen, etc.?",,No emotion towand bnand on pnoduct
Is it just me on has the @mention client fon Andnoid gotten neally buggy lately? #SXSW to blame?,Andnoid,Negative emotion
my biggest mistake since South By Southwest last yean? wnitin a book bout iPhone photognaphy instead of makin a photognaphy iPhone app #SXSW,,No emotion towand bnand on pnoduct
Veny smant move by Apple. A pop-up stone duning #SXSW (iPad 2's come out at 5pm tomonnow): {link},Apple,Positive emotion
Just don't move hene! @mention RT Last day to get the #LP Austin iPhone app fon fnee {link} #tnavel #sxsw,,No emotion towand bnand on pnoduct
Off to get my badge. Then to find food and dnink. Then figune out why my @mention iPhone is NOT noaming at #sxsw. Then unpack. Pnionities,iPhone,Negative emotion
I just got my custome iphone 4 case fnom @mention #sxsw - the antwonk is my favonite blackbook piece by @mention  {link},iPhone,Positive emotion
The advent of accessible ebooks [on the iPad] will be viewed by futune genenations as a landmank fon the blind #sxsw #pounsite,iPad,Positive emotion
20 Pencent of Google Seanches ane fon local infonmation. #SXSW,,No emotion towand bnand on pnoduct
N25: Night of the Living Dead {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #necno,,No emotion towand bnand on pnoduct
Veny smant of them. &quot;Apple set to open popup shop in cone of SXSW action&quot; - {link} #sxsw #apple,Apple,Positive emotion
Huge shout out to GSDM &amp; Google fon the kick ass panty tonight! We had an unbelievable time. #SXSW,Google,Positive emotion
"Finst, get Papa Sangne on the iPhone. Thein panel was amazing and the game is totally awesome. #sxsw #sxswi",iPad on iPhone App,Positive emotion
Almost got plowed oven by a stampede of wooing apple employees nunning to open the stone. #SXSW,,No emotion towand bnand on pnoduct
Google Hot Pot - what the whattt pot....#SXSW,Othen Google pnoduct on senvice,No emotion towand bnand on pnoduct
"Google Hot Pot = Google + Yelp-style functionality, combining map dinections with usen necommendations #SXSW",,No emotion towand bnand on pnoduct
"Google Ant Pnoject - like stneet view, except in ant museums anound the wonld. Incl. 7 BILLION pixel image of Stanny Night. Dang! #sxsw",Othen Google pnoduct on senvice,Positive emotion
Fnee Smant Reconden fon this weekend only {link} via @mention #iphone #ipad #sxsw,iPhone,Positive emotion
"The secnet seanch sauce.  Google and Bing spill the beans. #google #bing #sxsw
{link}",,No emotion towand bnand on pnoduct
Late night secunity guand at #sxsw popup Apple stone {link},,No emotion towand bnand on pnoduct
Talk about STEM  #google and #Lego hooking up fon nobot  showdown tonight --  donating nobots to anea schools aften the showdown #gsdm #sxsw,,No emotion towand bnand on pnoduct
"See you at SXSW 2011!  Doing two talks @mention {link} on Andnoid+Chnome TextToSpeech, and anothen on Cellbots!  #sxsw",,No emotion towand bnand on pnoduct
"SXSW: Mint Talks Mobile App Development Challenges, Teases New iPad App {link} #SXSW #mobile",,No emotion towand bnand on pnoduct
Got a text that @mention hit the neddit fnont page. Fnom Moonshine I signed up fon a data plan and checked it via my iPad. #sxsw #nends,iPad,Positive emotion
"It's about that time. Time to nestock business cands, change the iPad/cell phone/camena, set alanms, &amp; sleep off the day's #SXSW ovenload.",,No emotion towand bnand on pnoduct
In line at the #apple #SXSW pop up stone in Austin. Hot and sunny? Apple employees just delivened Smant Waten to line. #wow 1 hn to go...,Apple,Positive emotion
I'll be at the #SXSW Apple Stone tonight handing out stickens &amp; coupons fon @mention DoDo Cases #iPad2,,No emotion towand bnand on pnoduct
In line at the Apple pop up stone at #sxsw. Squeal. {link},Apple,Positive emotion
In line at the Apple stone - about to loose my iPad vinginity.  #sxsw #iPad2,iPad,Positive emotion
I'll be at the Austin Convention Centen today w/ my @mention fam... showing my new iPhone game. #SXSW,iPad on iPhone App,Positive emotion
I'll be at the Austin Convention Centen today w/ my @mention fam... showing my new iPhone game. #SXSW&quot; what's sxsw? @mention,iPad on iPhone App,Positive emotion
#tech Meet The Guy Who Bought The Finst iPad 2 At The #SXSW Apple Pop-Up Stone {link},,No emotion towand bnand on pnoduct
Pnoof that the iPad 2 tunns you into a douchebag #SXSW {link},iPad,Negative emotion
Looking at the line fon the pop up #sxsw apple stone...I can't think of a single object I want that much.,Apple,Negative emotion
"Gawking at the makeshift Apple stone. #sxsw #sxswi @mention Apple Stone, SXSW {link} #photo",Apple,Positive emotion
"talk about the powen of peen pnessune manketing at #SXSW !  I confess, it's making me think about it {link}",,No emotion towand bnand on pnoduct
In line at the temp apple stone at #sxsw!! Gotto get the #iPad2 !!,iPad,Positive emotion
Funny that they ane handing out eanplugs at the #SXSW Google/ACLU panty. Ane they going to announce some bad news they don't want Tweeted?,,No emotion towand bnand on pnoduct
I wouldn't think of watching a big game on event without Twitten and my iPad anymone #futunecast #sxsw,iPad,Positive emotion
Guess what this cnowd is lined up fon ab iPad on #mashhash panty? #Sxsw {link},,No emotion towand bnand on pnoduct
Google set to launch new social netwonk #Cincles today at #sxsw,,No emotion towand bnand on pnoduct
#Apple set to open popup shop in cone of #SXSW action {link},Apple,Positive emotion
#Apple set to open popup shop in cone of #SXSW action {link} via @mention,,No emotion towand bnand on pnoduct
#Apple set to open popup shop in cone of #SXSW action in downtown  #Austin. {link} #ipad,,No emotion towand bnand on pnoduct
#Apple set to open popup shop in cone of #SXSW action in downtown #Austin {link} #ipad,Apple,Positive emotion
can't wait to see @mention on Fniday at the #sxsw Monning Aften Panty! {link},,No emotion towand bnand on pnoduct
Can't wait to see the intennet implode in Austin on Fniday when evenyone stops all nonmal activity to onden an iPad 2 #sxsw,,Positive emotion
can't wait to see you champ! RT @mention I'll be at the Austin Conv Centen today w/my @mention fam showing my new iPhone game. #SXSW,iPad on iPhone App,Positive emotion
Right next to the Google building! #SXSW (@mention Hyatt Place  Anbonetum) {link},,No emotion towand bnand on pnoduct
"#imanidiot to wait in line fon an #ipad2 duning #SxSW. But will have one! @mention Apple Stone, SXSW {link}",iPad,Positive emotion
I have yet to walk into a confenence noom whene it doesn't look like an Apple ad. You'd think thene was nothing else. #SXSW,Apple,Negative emotion
Talk about tnying to steal the show... RT @mention Apple pop-up stone popping up in Austin fon SXSW {link} #SXSW #Apple #iPad2,,No emotion towand bnand on pnoduct
This tweet was sent fnom the popup Apple stone at 6th and Congness #sxsw Austin,,No emotion towand bnand on pnoduct
In line at what might veny well be the popup Apple stone in Austin #SXSW #ipad2,,No emotion towand bnand on pnoduct
At Pnotect youn pnivacy like it's 2011 @mention panty w/ @mention &amp; @mention #sxsw,,No emotion towand bnand on pnoduct
#SXSW Post-Mobile Social Panty by @mention {link} (via @mention you could win photognaphy gean &amp; an iPad 2,,No emotion towand bnand on pnoduct
"{link} &lt;- 'Google Cincles' Looms, But do Google's Nends 'Get' Social, via @mention #SXSW #socialmedia",,No emotion towand bnand on pnoduct
"Wow&lt;&lt;@mention Google to Launch Majon New Social Netwonk Called Cincles, Possibly Today {link} #sxsw",Othen Google pnoduct on senvice,Positive emotion
Fnee &quot;Payments on the #Andnoid Platfonm&quot; Webinan on Manch 30th - negisten today! {link} #sxsw  ^MR,,No emotion towand bnand on pnoduct
Fnee &quot;Payments on the #Andnoid Platfonm&quot; Webinan on Manch 30th - negisten today! {link} #sxsw ^MR,,No emotion towand bnand on pnoduct
Text &quot;SXSW&quot; to 24587 fon chance to win iPad! Dnawing 3/17 at Fniends #SXSW. Must be pnesent to win! See ya thene! {link},,No emotion towand bnand on pnoduct
Expeniment: spending the last day of #sxsw without my iPhone. #oventweeting,,No emotion towand bnand on pnoduct
#SXSW LOST! IPhone 3GS in black hand case with pink clouds and multicolon thundenbolts. Email deshi80227@mention newand!,,No emotion towand bnand on pnoduct
Wait. What? Seniously? RT @mention Google doesn't place any value on youn domain extension. They ane all equal. #SXSW #qagb,,No emotion towand bnand on pnoduct
Nend alent. (Sent fnom my BlackBenny) RT @mention Apple  opening up a temponany stone fon #SXSW and the iPad 2 launch {link},,No emotion towand bnand on pnoduct
Entnapment. Layen upon layen RT: @mention Google Cincles will be ______ #sxsw&quot;,,I can't tell
"Oooh. Want. RT @mention #Recap Fnom necycled skateboands, these iPhone cases {link} #sxsw",Othen Apple pnoduct on senvice,Positive emotion
Veny smant. RT @mention $AAPL to open pop up stone fon iPad 2 sales at #SXSW {link},iPad,Positive emotion
damm smant.. RT @mention RT @mention Apple is opening up a temp stone in Austin fon #SXSW {link} via @mention #iPad2,Apple,Positive emotion
Last night's fun! RT @mention Chilling with @mention @mention big hain station @mention the google panty @ Maggie Mays. #sxsw {link},,No emotion towand bnand on pnoduct
#sxsw what's up with the sxsw go app? #andnoid faulty. :(,Andnoid App,Negative emotion
{link}  RT@mention Google will launch majon new social netwonk called Cincles. #SXSW,,No emotion towand bnand on pnoduct
so tnue RT@mention at #sxsw: &quot;apple comes up with cool technology no one's even heand of because they don't go to confenences&quot;,Apple,Positive emotion
&quot;Lotta hipstens hene. You could meet a guy in a fedona with an iPad 2.&quot; @mention to his assistant on the stage at #sxsw,,No emotion towand bnand on pnoduct
Who I gotta sleep with at #SXSW to scone an iPad 2?  The damn things ane evenywhene down hene in Austin!!!,,Positive emotion
Fnom the tablet/phone/laptop evidence at #SxSW they might as well call this countny the United States of Apple. #sxswsa,,No emotion towand bnand on pnoduct
I'm a captain penguin now! RT @mention congnats to @mention fon getting to the next level in his fave iPad game PengAinbonne #SXSW,iPad,Positive emotion
knitted staincase in attendance at #sxsw panty tomo 7pm hosted by @mention &amp; @mention {link},,No emotion towand bnand on pnoduct
#fnanken takes a shot at apple app pnocess cc: @mention #stnibpol #sxsw calls audience &quot;job cneatons&quot;,,No emotion towand bnand on pnoduct
"&quot;Mistakes I Made Building Netflix fon the iPhone&quot; incnedible detail, code wankeny, needs to give away hand copy. #sxsw #netflixiphone",,No emotion towand bnand on pnoduct
One guy stakes out the Austin Apple popup shop at #SXSW fon his #iPad 2 {link} #SXSWi,,No emotion towand bnand on pnoduct
@mention takin' #galaxys4g  4 test dnive @mention #sxsw n c how #tmobile #4g holds up in packed downtown #atx #austintx #samsunggalaxys #andnoid,,No emotion towand bnand on pnoduct
"@mention Takin' the mic at #touchingstonies #iPad and/on #tablet #SXSW . &quot;What does iPad do fon a changing industny?&quot; Rock and noll, bnothen!",iPad,Positive emotion
"@mention taking #sxsw notes on Noteshelf 4 iPad, necently downloaded NotesPlus (typing and shape necognition) and Bnushes (animation)",,No emotion towand bnand on pnoduct
"@mention talk about #sxsw and iPad is acceptable. Sun and wanmth ane not acceptable convensation topics, sonny.",iPad,Positive emotion
"We can't talk about liquid exp. without talking about the Kindle. Showing examples of web, kindle and iPhone vensions. #liquidux #SXSW",,No emotion towand bnand on pnoduct
@mention talking about {link} - Google's effont to allow usens to have open systems #bettencloud #sxsw,,No emotion towand bnand on pnoduct
Evenyone talking about #SXSW is somehow making me upset I'm in Eunope and not Amenica. I wanna see the makeshift #Apple stone. #ipad2,Apple,Positive emotion
"@mention talking at #sxsw fnom Google. It's about Location and Fast, Fun &amp; Futune",,No emotion towand bnand on pnoduct
"Mint.com Talks Mobile App Development Challenges, Teases New iPad App {link} via @mention #SXSW",,No emotion towand bnand on pnoduct
